"","Species","Range_size_km","Bill_Nares","Bill_Width","Bill_Depth","Tarsus_Length","Secondary1","Wing_Chord","Hand.Wing.Index..Claramunt.2011.","Tail_Length","Mass","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"45","Aphelocoma_californica",3523934.8706041,19.69333333,8.078333333,9.121666667,39.44583333,104.2333333,123.3333333,15.48527766,136.5,85.74,20,20,10,0,0,10,20,0,20,0,0,0,80,10,10,0,0
"649","Aphelocoma_ultramarina",1058425.6678493,19.511,8.221,9.597,41.354,136.824,167.351,18.26707288,149.79,113.33,10,10,10,0,0,10,20,20,20,0,0,0,60,10,30,0,0
"46","Aphrastura_spinicauda",1033521.53448814,7.75,2.555,2.98625,19.88555556,47.19875,59.44666667,20.52155278,75.6,11.5,100,0,0,0,0,0,0,0,0,0,0,0,10,30,30,30,0
"650","Aplonis_panayensis",4831401.872065,13.475,5.125,6.125,21.925,62.675,95.25,34.14728878,55.75,56.2,20,0,0,0,0,0,60,20,0,0,0,0,10,30,30,30,0
"47","Apus_affinis",23907968.0267135,3.85,5.6,2.775,10.3,42.15,123.875,65.99749718,40.625,22.57,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90
"651","Apus_horus",3710715.8708128,3.75,2.975,2.25,10,47.7,153.75,69.04008175,58,27.45,100,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,80
"652","Apus_nipalensis",9214529.34362918,3.55,3.35,2.125,11.525,42.725,131.75,67.57842901,46.75,29.82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90
"653","Apus_pacificus",19400319.8883436,4.625,4.125,2.825,12.95,52.5,171.25,69.34172855,68.75,39.43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"654","Aquila_chrysaetos",49098498.9215245,34.275,18.725,27.675,97.875,381,604.5,36.97446098,317.25,4247.97,0,80,10,0,0,10,0,0,0,0,0,0,100,0,0,0,0
"655","Aquila_clanga",10322763.2782008,31.25,15.65,23.25,96.35,314.75,507,37.91111078,257.75,2154.29,10,30,30,20,0,10,0,0,0,0,0,0,50,20,30,0,0
"656","Aquila_fasciatus",10609160.8118541,28.9,16.175,23.7,93.25,305,486.75,37.34432664,260,1936.49,0,90,10,0,0,0,0,0,0,0,0,0,70,0,10,10,10
"657","Aquila_hastata",3262441.47031193,26.375,13.975,18.85,90.25,264.75,456.5,42.00696162,208.5,1359.41,20,40,40,0,0,0,0,0,0,0,0,0,20,20,20,20,20
"658","Aquila_heliaca",9774872.34425529,37.5,19.7,28.95,93.9,354,584.75,39.44457267,315.3333333,3125.21,0,70,20,0,0,10,0,0,0,0,0,0,100,0,0,0,0
"48","Aquila_nipalensis",18130209.0869245,32.35,17.575,24.925,96.975,332,557.25,40.43404865,263,2714.33,0,90,0,0,0,10,0,0,0,0,0,0,100,0,0,0,0
"659","Aquila_rapax",20471197.6228735,31.55,16.65,23.875,82.925,310,506,38.70617702,236.75,2236.06,10,50,20,10,0,10,0,0,0,0,0,0,100,0,0,0,0
"660","Aquila_verreauxii",6201129.2069288,35.45,18.275,27.575,117.375,389.75,590.25,33.96882974,403.5,4195,0,90,10,0,0,0,0,0,0,0,0,0,60,10,10,10,10
"661","Ara_macao",7894610.27548769,64.1075,32.93375,62.89375,32.2675,270.155,393.3125,31.3659923,569.125,1015,0,0,0,0,0,0,20,20,30,30,0,0,0,0,60,40,0
"662","Ara_severus",7508596.20838971,36.15625,21.15875,35.8175,21.045,158.10625,238.625,33.60593391,246.75,343,0,0,0,0,0,0,30,0,50,20,0,0,0,0,60,40,0
"663","Arachnothera_clarae",522986.800584357,32.525,5.625,4.7,20.425,66.675,76.375,12.68567084,41.625,30.1,50,0,0,0,0,0,0,50,0,0,0,0,0,80,20,0,0
"664","Arachnothera_magna",2851523.2698528,33.575,5.75,5.625,20.15,72.375,87.875,17.61684357,51.5,30.7,50,0,0,0,0,0,0,50,0,0,0,0,0,10,40,50,0
"665","Aratinga_acuticaudata",4594812.60513397,27.45,17.25,33.575,15.2,102.25,185.7916667,45.40634566,173.75,171,0,0,0,0,0,0,50,0,50,0,0,0,0,33,33,33,0
"49","Aratinga_aurea",6749020.14087433,18.3,11.725,20.05,13.75,74.85,139.5,46.35407031,122.5,84.62,10,0,0,0,0,0,30,0,30,30,0,0,70,30,0,0,0
"50","Aratinga_auricapillus",1681029.00187829,23.875,13.25,22.75,14.4,80,153.75,47.96062021,130,130,0,0,0,0,0,0,50,0,50,0,0,0,30,50,20,0,0
"666","Aratinga_holochlora",709767.800793055,25.95,16.175,30.6875,17.7,97.1,168.3214286,44.18016226,134.45,138,0,0,0,0,0,0,50,0,50,0,0,0,0,50,50,0,0
"51","Aratinga_jandaya",1917618.26880931,22.975,12.775,24.25,14.725,90.575,156.25,42.05457656,139.425,89.4,0,0,0,0,0,0,80,0,20,0,0,0,0,33,33,33,0
"52","Aratinga_leucophthalma",10447283.9450066,26.675,16.525,29.725,16.575,97.075,169.25,42.69600032,149.325,158,10,0,0,0,0,0,30,0,30,30,0,0,20,20,40,20,0
"667","Aratinga_nana",1095781.86789103,19.09058824,12.01,22.70235294,13.46764706,75.11117647,133.8391892,43.52327028,117.3897143,76.9,0,0,0,0,0,0,60,0,0,40,0,0,0,33,33,33,0
"668","Arborophila_rufogularis",2129303.40237917,8.225,4.725,6.375,36.8,100.175,134.25,25.44046852,47.25,344.46,20,0,0,0,0,0,30,0,30,20,0,0,100,0,0,0,0
"669","Arborophila_torqueola",1319919.06814147,7.675,5.075,6.025,40.65,102.025,136.5,25.19798408,52.25,344.46,20,0,0,0,0,0,20,0,30,30,0,0,100,0,0,0,0
"670","Arremon_flavirostris",2876427.40321395,9.8925,5.68,7.375,25.05,65.875,70.75,6.840990388,64.75,26.13,30,0,0,0,0,0,40,0,30,0,0,0,80,20,0,0,0
"671","Arremon_semitorquatus",485630.600542618,9.425,5.68,7.66,25.27,65.74,70,6.125,70.5,28.08,30,0,0,0,0,0,40,0,30,0,0,0,80,20,0,0,0
"672","Arremon_taciturnus",8392692.9427109,10.03263158,5.520526316,7.269285714,23.79344828,64.45227273,72.31931034,10.86684276,61.39310345,24.8,30,0,0,0,0,0,40,0,30,0,0,0,50,50,0,0,0
"673","Arremonops_rufivirgatus",1419535.60158611,9.514285714,5,6.857142857,23.88571429,59.68571429,65.28571429,8.602503735,62.14285714,22.43,40,0,0,0,0,0,20,0,0,40,0,0,80,20,0,0,0
"674","Artamus_fuscus",6039252.34008126,13.45,6.8875,7.95,16.7375,69.6875,133.125,47.65872903,57,39.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70
"675","Artamus_leucorynchus",12389806.3471771,14.7,8.4,9,17.675,80.55,134.25,40.03637346,60.25,41.69,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"676","Arundinicola_leucocephala",10845750.0787852,11.5,6.07,5.004,16.88,52.06,60.14,13.33017599,46.92,13.8,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"677","Asio_capensis",10073721.9445892,14.725,9.775,13.425,50.3,169.425,283.5,40.2268977,142.3333333,334,30,40,30,0,0,0,0,0,0,0,0,0,80,0,0,0,20
"678","Asio_flammeus",43221123.4482916,13.725,9.025,12.975,42.5,156.25,297.25,47.4820753,146.5,322.61,0,100,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0
"53","Asio_otus",37717309.9754759,13.675,8.75,12.4,39.5,149.9,272.25,44.93714137,129.75,296.57,0,100,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"679","Asio_stygius",7122582.14129173,20.3,9.35,16.8,43.375,186.1,319,41.58721966,169.25,565,10,80,10,0,0,0,0,0,0,0,0,10,60,10,20,0,0
"680","Asthenes_anthoides",709767.800793058,9.334444444,2.815555556,3.392222222,21.246,56.02555556,67.374,15.95609898,69,22.3,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"681","Asthenes_baeri",2204015.80246264,7.77625,2.635,3.721428571,19.44444444,51.16125,58.97444444,12.27742735,68,17.8,100,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0
"682","Asthenes_hudsoni",1170494.26797452,11.53857143,3.22,4.355714286,23.921875,60.964,73.875,15.78611218,72.8,19,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"683","Asthenes_modesta",2826619.13649163,10.13,2.721428571,3.407142857,22.85571429,60.48,67.95142857,10.99012492,70.5,16.8,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"684","Asthenes_pyrrholeuca",3362058.00375656,8.38,2.55,2.97,19.445,47.635,57.995,17.86941789,80.7,13.2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"54","Athene_brama",6562239.14066563,12.4125,7.775,11.275,25.275,108.4625,153,29.247852,74.25,112,70,20,10,0,0,0,0,0,0,0,0,0,60,10,30,0,0
"55","Athene_cunicularia",18952045.4878428,15.55,7.825,13.7,42.425,128.95,180,28.3254318,80.25,150.61,20,70,10,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"56","Athene_noctua",34305443.7049976,11.6,8.1,11.375,31.675,107,157,31.84068021,74.25,168.92,70,20,10,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"685","Atlapetes_pileatus",784480.200876535,8.525,4.9,6.5,23.3,59.65,66.875,10.80785112,70.75,24,40,0,0,0,0,0,30,0,30,0,0,0,70,30,0,0,0
"686","Atticora_fasciata",7321815.20818101,5.225,3.575,2.425,9.675,48.625,97.5,50.00475869,65.25,13,100,0,0,0,0,0,0,0,0,0,0,0,0,30,20,20,30
"687","Attila_bolivianus",3461674.5372012,16.6025,8.005,6.72,24.63314,77.65,94.6,17.57735109,78.8,39.5,80,0,0,0,0,0,20,0,0,0,0,0,0,50,50,0,0
"688","Attila_cinnamomeus",6076608.540123,14.36,6.9775,6.225,22.425,78.2125,86.4,9.043363883,77.6,38.8,40,0,30,0,0,0,30,0,0,0,0,0,0,20,60,20,0
"689","Attila_rufus",697315.734112476,19,7.125,6.425,25.625,79.625,92,13.45873218,73.5,42.6,60,0,20,0,0,0,20,0,0,0,0,0,25,25,25,25,0
"690","Attila_spadiceus",10721229.4119794,14.734,7.006,6.234166667,23.94472222,70.90166667,84.725,14.7533168,66.95,39.1,50,0,30,0,0,0,10,0,10,0,0,0,10,10,40,40,0
"691","Aulacorhynchus_prasinus",2614934.00292178,59.31341463,21.92121951,22.54,33.42634146,108.87675,124.9,12.97548957,109.573,170.56,30,0,0,0,10,0,50,0,0,10,0,0,0,0,60,40,0
"57","Auriparus_flaviceps",2664742.2696441,6.971428571,3.207142857,3.892857143,15.125,44.95,52.5625,14.36927536,49.25,6.8,70,0,0,0,0,0,10,10,10,0,0,0,70,30,0,0,0
"692","Automolus_infuscatus",6749020.14087433,14.5428,4.7436,6.5732,22.8016,73.345,91.1336,19.49442269,74.64705882,32.9,90,0,10,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"693","Automolus_leucophthalmus",2365892.66931018,15.20307692,4.563846154,6.959047619,22.56619048,76.45692308,89.94047619,16.1513302,81.74625,34.5,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"694","Automolus_rufipileatus",5528717.60617748,15.125,5.053,6.393,23.199,75.494,87.164,13.36075998,81.5,34.8,90,0,10,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"695","Avocettula_recurvirostris",3274893.53699251,14.413,2.47,2.327,3.06,20.82333333,54.426,60.87223512,28.955,4.2,10,0,0,0,0,0,0,90,0,0,0,0,0,80,10,0,10
"696","Baeolophus_wollweberi",971261.201085237,6.925,3.925,4.3,16.325,53.45,64,16.50536881,58.5,10.4,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"697","Baryphthengus_ruficapillus",1979878.60221221,30.875,10.225,12.35,29.325,117.775,140.25,16.00165794,226.5,141.65,60,10,10,0,0,0,20,0,0,0,0,0,50,20,30,0,0
"58","Basileuterus_culicivorus",36845665.3078356,7.561875,4.204705882,3.860769231,18.47888889,49.3825,59.41777778,18.19342978,54.99814815,10.5,80,0,0,0,0,0,20,0,0,0,0,0,0,70,30,0,0
"698","Basileuterus_flaveolus",5080443.20567659,8.65,3.994,4.164666667,19.54941176,55.685,66.454375,11.55756956,58.99071429,13.19,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"59","Basileuterus_hypoleucus",1930070.33548989,7.725,4.05,3.65,19.7,51.05,59,13.46369362,52.75,11.4,100,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0
"699","Basileuterus_leucoblepharus",2017234.80225395,8.275,3.5,3.625,23,52.925,63.75,16.97334678,56.25,15.1,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"700","Basileuterus_leucophrys",1145590.13461335,7.8,3.4,3.925,23.7,53.275,62.625,14.9332038,60,18.1,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"701","Basileuterus_rufifrons",2067043.06897626,7.325625,4.01125,4.005625,20.185,44,52.0625,11.5622808,62.375,10.4,80,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0
"702","Batara_cinerea",1108233.93457161,22.85,8.05,13.45,47.625,114.825,123,6.632748059,171,131,70,10,20,0,0,0,0,0,0,0,0,0,30,30,40,0,0
"703","Batis_molitor",6562239.14066562,7.35,4.45,3.45,17.575,51.875,60.125,13.7154816,45.5,11.64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"704","Batrachostomus_septimus",697315.734112476,17.75,25.325,12.775,18.45,119.7,156.75,23.61784847,106.75,86.75,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"705","Berlepschia_rikeri",5989444.07335894,19.678,4.764,6.286,20.69727273,65.468,95.72363636,31.73012425,76.4,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"706","Biatas_nigropectus",249041.3336116,11.8125,5.5325,6.705,23.545,67.15,74.5,9.885198039,74,42,90,0,0,0,0,0,0,0,10,0,0,0,30,30,40,0,0
"707","Bolbopsittacus_lunulatus",572795.067306677,18.775,13.85,18.85,13.85,58.3,95.5,38.93290342,33.5,67.6,0,0,0,0,0,0,100,0,0,0,0,0,0,0,80,20,0
"708","Bolborhynchus_lineola",1407083.53490553,11.3,8.075,11.275,11.15,46.5,102,54.42465448,57.25,56.2,0,0,0,0,0,0,40,0,30,30,0,0,0,50,50,0,0
"60","Bombycilla_cedrorum",13958766.7489302,6.575,4.425,4.975,16.82,60.55,94.3,35.59548638,61,31.58,20,0,0,0,0,0,70,0,0,10,0,0,0,40,40,0,20
"61","Bombycilla_garrulus",26734587.1632051,7.575,5.1,6.1,20.675,74.2,115.5,35.77119506,66,54.41,30,0,0,0,0,0,50,0,0,20,0,0,0,40,40,0,20
"709","Bombycilla_japonica",2017234.80225395,6.95,4.55,5.6,17.26,63.2,106.8,41.07187512,52.6,42.3,40,0,0,0,0,0,60,0,0,0,0,0,0,50,50,0,0
"710","Bonasa_bonasia",19499936.4217883,11.15,9.15,9.2,35.7,109.825,164.75,33.31557,112.25,429,0,0,0,0,0,0,20,0,10,70,0,0,100,0,0,0,0
"711","Brachygalba_lugubris",6001896.14003952,40.05,4.875,5.2,9.075,51.475,68.25,24.55253669,49,15.9,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0
"712","Brachypteryx_montana",6064156.47344242,9.025,3.3,3.95,31.3,58.45,64.875,9.910573773,54.25,17.68,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"713","Bradornis_mariquensis",2191563.73578207,9.075,3.975,4.475,21.95,69.375,85.75,19.04470458,76.5,25.18,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
"714","Bradypterus_baboecala",4607264.67181455,8.175,2.475,3,20.086,50.825,57.7,12.57381989,63,12.85,100,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0
"715","Bradypterus_mandelli",2776810.86976932,7.225,2.775,3.05,17.8,42.55,50,14.86672618,55,11.3,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"716","Bradypterus_thoracicus",522986.800584359,7.1875,2.5375,2.95,19.3,45.2875,53.125,14.71636609,52.5,10.8,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"62","Brotogeris_chiriri",4806497.73870383,15.6,8.725,14.075,10.85,62.775,113.75,44.80505963,85.25,61.6,0,0,0,0,0,0,50,10,20,20,0,0,30,30,20,20,0
"717","Brotogeris_chrysoptera",3760524.13753512,17.675,9.4,14.125,10.325,64.525,105.25,38.61257116,55.25,54.5,0,0,0,0,0,0,70,0,30,0,0,0,30,20,30,20,0
"718","Brotogeris_sanctithomae",2415700.9360325,15.036,9.644,14.154,12.658,63.158,106.6,40.772974,63,59,0,0,0,0,0,0,70,0,30,0,0,0,0,40,40,20,0
"719","Brotogeris_tirica",772028.134195956,17.275,9.041428571,13.74571429,11.92714286,73.60666667,106.2685714,35.08375655,106.255,63,10,0,0,0,0,0,30,0,30,30,0,0,0,20,20,60,0
"63","Brotogeris_versicolurus",1880262.06876757,16.125,9.45,14.5,11.775,69.3,114,39.27129049,76.25,71.53,0,0,0,0,0,0,50,0,50,0,0,0,0,50,50,0,0
"720","Bubo_africanus",10683873.2119376,20.05,12.35,19.4,65.075,223.975,320.25,30.03791687,175,685,60,20,20,0,0,0,0,0,0,0,0,0,80,0,0,0,20
"721","Bubo_ascalaphus",5628334.13962212,21.275,13.025,19.975,75.9,237.8,362,34.48915672,187,2100,10,80,10,0,0,0,0,0,0,0,0,0,90,10,0,0,0
"722","Bubo_bengalensis",4619716.73849513,23.65,13.15,20.675,73.125,240.25,378.75,36.54906795,190.25,1100,10,70,10,10,0,0,0,0,0,0,0,10,80,10,0,0,0
"723","Bubo_bubo",38065967.8425322,26.575,17.55,25.35,78.25,293.75,438.5,33.01126232,244.5,2668.51,10,80,10,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"724","Bubo_capensis",2938687.73661685,21.975,12.45,21.175,74.15,241.025,361.25,33.3426492,187.25,1118.64,0,90,10,0,0,0,0,0,0,0,0,0,80,10,0,0,10
"725","Bubo_coromandus",2951139.80329743,23.05,13.975,22.05,59.375,259.45,395,34.30906072,205.5,1392.15,0,70,20,10,0,0,0,0,0,0,0,20,60,10,10,0,0
"726","Bubo_lacteus",14120643.6157777,30.5,16.35,27.825,73.075,306.5,435.5,29.55875724,220,2114.94,10,60,20,10,0,0,0,0,0,0,0,20,60,10,10,0,0
"727","Bubo_magellanicus",3411866.27047889,20.325,12.6,20.175,68.8,223.2,336.25,33.63613562,183,1166.38,10,80,10,0,0,0,0,0,0,0,0,0,90,10,0,0,0
"728","Bubo_nipalensis",3772976.2042157,32.85,19.375,28.55,68.925,304.1,421.25,27.89853087,212.75,1396.42,0,60,20,20,0,0,0,0,0,0,0,10,60,10,20,0,0
"729","Bubo_philippensis",610151.267348418,28.025,16.425,23.775,67.5,261.4,341.25,23.41369388,166.75,1392.15,0,100,0,0,0,0,0,0,0,0,0,20,60,10,10,0,0
"730","Bubo_scandiaca",27680944.2309291,22.25,15.95,22.1,63.5,246.75,418.75,41.06358333,215,2028.76,10,90,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0
"64","Bubo_virginianus",30034384.8335587,24.7,17.75,25.4,75.375,258.525,371.25,30.36604314,197,1575.7,10,90,0,0,0,0,0,0,0,0,0,10,80,10,0,0,0
"731","Bucanetes_githagineus",11667586.4797035,7.625,6.45,8.925,16,53.275,81.875,34.84857727,53.125,19.6,10,0,0,0,0,0,10,0,30,50,0,0,100,0,0,0,0
"732","Bucco_capensis",6151320.94020648,21.95,11.25,12.675,17.225,68.525,85.75,19.9353732,55.5,54,30,0,0,0,70,0,0,0,0,0,0,0,50,50,0,0,0
"733","Bucco_tamatia",5180059.73912123,21.8,9.275,11.275,16.375,61.775,79.5,22.39056349,61.25,35.5,90,0,10,0,0,0,0,0,0,0,0,0,20,60,20,0,0
"734","Busarellus_nigricollis",15116808.9502241,27.102,12.772,17.784,74.412,283.06,389,27.02435748,192.4,766.14,10,0,0,90,0,0,0,0,0,0,0,0,100,0,0,0,0
"735","Butastur_indicus",8915679.74329526,18.4,10.65,14.475,52.575,175.925,331,46.85727067,192.75,414.6,0,50,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"736","Butastur_teesa",4980826.67223196,18.05,10.9,13.8,61.25,165,297,44.44181612,194.25,325,30,30,40,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"737","Buteo_albicaudatus",12053600.5468014,22.32,13.8,16.4,87.28,278.95,427,34.79659414,199,885,10,40,40,0,0,10,0,0,0,0,0,0,100,0,0,0,0
"738","Buteo_albigula",2029686.86893453,17.90833333,11.44,15.25333333,57.88666667,181.4,291,37.64879926,182.2,524.99,0,100,0,0,0,0,0,0,0,0,0,0,40,30,30,0,0
"739","Buteo_albonotatus",9862036.81101934,21.1425,12.7875,16.9025,70.655,236.7,396.3333333,40.25923535,215.75,745.92,0,70,30,0,0,0,0,0,0,0,0,0,50,20,30,0,0
"740","Buteo_brachyurus",16748029.6853801,16.98,10.3625,14.7775,52.9675,213.2825,303.25,29.67272387,169,496.01,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20
"65","Buteo_buteo",26149340.0292178,20.29142857,12.57642857,16.86,75.12642857,226.6935714,366.2857143,37.84701452,196,759.1,0,90,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"741","Buteo_hemilasius",9650351.67744948,23.125,15.15,18.825,79.975,290.25,469.25,38.22383773,255.75,1358.89,10,80,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"66","Buteo_jamaicensis",11480805.4794947,22.9,14.6,20.2,82.5,270.8,410.75,34.08031115,213.5,1101.16,10,60,30,0,0,0,0,0,0,0,0,0,0,0,33,33,33
"742","Buteo_lagopus",23708734.9598242,20.2,11.5,15.825,72.275,249.25,428.5,41.83607961,236,949.76,10,80,0,10,0,0,0,0,0,0,0,0,100,0,0,0,0
"743","Buteo_leucorrhous",2353440.60262961,17.05,9.725,14.275,63.425,174.25,239.75,27.32883414,163,290,30,20,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"67","Buteo_lineatus",4644620.87185628,20.325,12.075,16.85,74.05,212.825,319.75,33.42846176,164.25,603.72,20,40,40,0,0,0,0,0,0,0,0,0,33,33,33,0,0
"68","Buteo_magnirostris",17383085.0860897,16.66777778,11.9925,13.20571429,58.87785714,159.06,213.5384615,25.49194645,155.1428571,269,40,30,30,0,0,0,0,0,0,0,0,0,33,33,33,0,0
"744","Buteo_nitidus",14419493.2161116,19.34,11.25636364,15.89583333,69.25916667,188.0411111,253.2071429,28.80978243,167.7433333,519.04,20,20,60,0,0,0,0,0,0,0,0,0,0,33,33,33,0
"69","Buteo_polyosoma",4582360.53845339,21.1,13.225,18.1,81.175,234.25,389.75,39.87344177,175,782.61,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"70","Buteo_regalis",3847688.60429918,23.825,18.575,20.475,84,254.5,433.75,41.30660274,240,1437.18,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"745","Buteo_rufinus",14519109.7495563,23.525,14,19.775,86.075,266.75,447.5,40.44682908,244.5,1166.18,0,80,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"746","Buteo_rufofuscus",2042138.93561511,23.225,13.475,17.9,84.55,275.875,416.5,33.78374841,193,1530,10,40,40,0,0,10,0,0,0,0,0,0,40,30,20,10,0
"747","Buteogallus_aequinoctialis",1257658.73473858,23.325,11.2,15.975,73.275,237.5,316.25,24.90784511,147.25,657.63,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"748","Buteogallus_anthracinus",3324701.80371482,25.075,13.15,17.45,75.8,239.5,345.5,30.69813294,205.275,975.09,30,0,30,40,0,0,0,0,0,0,0,0,40,30,10,10,10
"749","Buteogallus_meridionalis",12290189.8137325,24.25,11.35,18.15857143,92.96571429,287.3571429,418.2714286,31.06400539,221.2857143,807.99,20,30,30,20,0,0,0,0,0,0,0,0,100,0,0,0,0
"750","Buteogallus_urubitinga",15776768.4842949,29.23375,14.545,21.88125,118.48,309.36,398.875,22.02859681,256.75,1152.87,20,20,30,10,0,10,10,0,0,0,0,0,40,10,10,40,0
"751","Cacicus_cela",9774872.34425528,23.944,9.56125,11.8075,29.58125,103.47375,143.21375,27.52681533,99.39375,85.45,40,0,0,0,0,0,60,0,0,0,0,0,0,0,20,80,0
"752","Cacicus_chrysopterus",2303632.33590729,15.75,5.15,7.375,24.95,82,99.75,17.77784731,85.5,36.16,50,0,0,0,0,0,50,0,0,0,0,0,0,0,80,20,0
"71","Cacicus_haemorrhous",9388858.2771573,23.245,8.505,11.4075,29.5275,120.27,159.5,24.08437335,99.5,83.71,60,0,0,0,0,0,20,20,0,0,0,0,0,20,60,20,0
"753","Cacicus_solitarius",9999009.54450572,24.525,7.564,11.348,30.0525,107.2,120.5483333,10.98446744,112.245,79.76,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0
"754","Cacomantis_merulinus",7309363.14150043,12.8375,5.35,5.6125,15.1875,70.7375,104.75,32.48461319,102.625,25.3,80,0,0,0,0,0,20,0,0,0,0,0,0,0,40,60,0
"755","Cacomantis_sonneratii",7745185.47532073,15.225,6.15,5.225,14.2,69.275,103.75,33.23258962,91,33.8,100,0,0,0,0,0,0,0,0,0,0,0,20,30,40,10,0
"72","Cacomantis_variolosus",8840967.34321178,12.85,5.05,5.725,15.325,75,124,39.4816578,103.25,35.75,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0
"73","Calamospiza_melanocorys",2440605.06939367,10.625,6.375,9.075,24.3,64.9,85.6,24.31225511,64.3,37.6,30,0,0,0,0,0,10,0,60,0,0,0,50,10,10,20,10
"756","Calandrella_acutirostris",1593864.53511423,8.55,4.025,5.025,18.85,64.425,89,27.51879085,64.25,20.16,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"757","Calandrella_brachydactyla",13834246.0821244,8.625,4.25,5.15,19.65,61.975,95.5,35.0966193,61.5,21.06,60,0,0,0,0,0,0,0,20,20,0,0,100,0,0,0,0
"758","Calandrella_cinerea",7085225.94124998,8.816666667,4.35,4.8,19.275,63.91666667,89.25,28.35336541,58.91666667,23.7,40,0,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0
"74","Calandrella_raytal",2540221.6028383,9.4,4,4.025,18.075,57,80.25,28.98479471,50.5,18.49,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"759","Calandrella_rufescens",12389806.3471771,7.55,4.2,4.75,18.175,57.55,85.5,32.70124582,54,24.1,40,0,0,0,0,0,10,0,40,10,0,0,100,0,0,0,0
"760","Calcarius_lapponicus",16411823.8850044,8.85,5.775,6.875,21.075,65.525,94.75,30.83074243,68.25,27.84,50,0,0,0,0,0,0,0,50,0,0,0,70,10,20,0,0
"761","Calcarius_mccownii",1170494.26797452,9.075,4.825,7.275,18.25,69.25,89.625,22.85146734,56.5,25.68,20,0,0,0,0,0,0,0,80,0,0,0,80,20,0,0,0
"762","Calcarius_ornatus",1867810.00208699,7.52,4.22,5.22,19.68,57.86,78.9,26.71589125,56,20.3,40,0,0,0,0,0,0,0,60,0,0,0,90,10,0,0,0
"763","Callacanthis_burtoni",560343.0006261,11.375,8.475,9.625,19.225,69.05,96.625,28.48512316,67.75,42.67,0,0,0,0,0,0,10,0,40,50,0,0,80,20,0,0,0
