Jetz species,Jetz_species_modified,Individuals,Count_F,Count_M,Count_U,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Tarsus_Length,Kipp's_Distance,Secondary1,Wing_Chord,Hand-Wing Index (Claramunt 2011),Tail_Length,Mass,Habitat,Inferred species?,Species inferred from,Inferred traits?,Traits inferred,Species traits inferred from
Aegithina lafresnayei,Aegithina_lafresnayei,5,2,2,1,22.93,14.925,5.075,6.35,20.05,6.025,64.475,70,8.526570048,56.8,11.96,1,NO,,NO,,
Aegithina nigrolutea,Aegithina_nigrolutea,4,2,2,0,15.775,9.75,3.8,3.8,17.725,8,56.5,64.5,12.38614391,47.5,11.83,2,NO,,NO,,
Aegithina tiphia,Aegithina_tiphia,8,1,6,1,16.1625,10.675,4.2,4.4125,20.0875,5.775,55.35,61.125,9.442634919,48.8125,12,1,NO,,NO,,
Aegithina viridissima,Aegithina_viridissima,4,2,2,0,14.775,10.625,4.3,4.475,18.025,7.025,54.725,61.75,11.37890005,43.5,13.4,1,NO,,NO,,
Aegolius acadicus,Aegolius_acadicus,4,2,2,0,17.675,9.925,7.35,10.85,23.5,40.2,95.05,135.25,29.78209542,78,100.69,2,NO,,NO,,
Aegolius funereus,Aegolius_funereus,4,2,2,0,18.575,10.975,7.9,10.475,25.9,56.5,111.75,168.25,33.59557976,101.25,137.18,1,NO,,NO,,
Aegolius harrisii,Aegolius_harrisii,6,0,5,1,21.95,12.63333333,7.583333333,12.4,28.15,40.56,109.56,150.12,27.06664675,72.91666667,120,2,NO,,NO,,
Aegolius ridgwayi,Aegolius_ridgwayi,5,1,4,0,18.382,12.092,7.842,10.872,23.268,34.294,104.038,138.332,24.90244519,101.758,80,1,NO,,NO,,
Aegotheles albertisi,Aegotheles_albertisi,1,0,0,1,11.6,4.2,3.2,4,18.8,34,80,114,29.8245614,87,35.2,1,NO,,NO,,
Aegotheles archboldi,Aegotheles_archboldi,2,1,1,0,12.95,3.6,3.45,2.6,18.65,37,79.5,116.5,31.76392573,95.5,30.6,1,NO,,NO,,
Aegotheles bennettii,Aegotheles_bennettii,7,4,3,0,16.47428571,5.857142857,4.772857143,4.005714286,19.82,39.64142857,87.82571429,127.4671429,31.1495563,114.9042857,60,1,NO,,NO,,
Aegotheles crinifrons,Aegotheles_crinifrons,4,2,0,2,23.9725,8.185,8.8975,6.2175,24.9725,44.99,119.5133333,164.5033333,27.35735199,144.6725,136,1,NO,,NO,,
Aegotheles cristatus,Aegotheles_cristatus,4,2,2,0,13.7,4.95,4.05,3.65,22.95,47,88.75,135.75,34.64082314,119.75,42.78,2,NO,,NO,,
Aegotheles insignis,Aegotheles_insignis,4,2,2,0,19.5,6.075,3.85,4.025,21.325,50.25,115,165.25,30.42600691,137,78.5,1,NO,,NO,,
Aegotheles savesi,Aegotheles_savesi,1,0,1,0,21.6,6.55,7.05,4.99,32.5,34,129,163,20.85889571,149,59.38,1,NO,,YES,Bill depth,Aegotheles tatei
Aegotheles tatei,Aegotheles_tatei,1,1,0,0,20.02,7.37,7.52,4.99,16.13,40.15,105.62,145.77,27.54339027,130.2,52,1,NO,,NO,,
Aegotheles wallacii,Aegotheles_wallacii,3,2,1,0,17.53333333,5.366666667,3.766666667,3.9,18.5,35.66666667,83.33333333,119,29.99444444,102.6666667,50.73,1,NO,,NO,,
Aegypius monachus,Aegypius_monachus,4,2,2,0,87.75,59.9,27.875,39.825,134.25,302.25,432,734.25,41.16728067,371,9320.55,2,NO,,NO,,
Aenigmatolimnas marginalis,Aenigmatolimnas_marginalis,4,2,2,0,19.675,10.5,3.4,6.3,34.85,30.75,73,103.75,29.6204941,47,51.2,3,NO,,NO,,
Aepypodius arfakianus,Aepypodius_arfakianus,4,2,2,0,36.1,19.75,12.3,17.85,84.8,45.05,222.2,267.25,16.90595315,120.25,1463.8,1,NO,,NO,,
Aepypodius bruijnii,Aepypodius_bruijnii,1,0,1,0,33.6,22.4,13.5,19.9,100,55.3,228.7,284,19.47183099,98,192,1,NO,,NO,,
Aeronautes andecolus,Aeronautes_andecolus,4,2,0,2,7.125,2.95,2.25,2.075,8.025,98.25,41.5,139.75,70.32692353,62.25,17.6,1,NO,,NO,,
Aeronautes montivagus,Aeronautes_montivagus,4,3,1,0,6.525,3.1375,2.3375,2.63,8.125,79.1025,36.1475,115.25,68.6357997,46.25,20.14,1,NO,,NO,,
Aeronautes saxatalis,Aeronautes_saxatalis,6,4,2,0,7.008333333,2.991666667,2.915,2.476666667,10.59833333,98.185,42.14833333,140.3333333,69.84621727,63.66666667,32.1,1,NO,,NO,,
Aethia cristatella,Aethia_cristatella,4,2,2,0,21.45,7.1,5.625,10.575,27.375,61.05,77.2,138.25,44.15888101,36.5,259.36,3,NO,,NO,,
Aethia psittacula,Aethia_psittacula,4,2,2,0,20.15,8.8,6.225,12.65,29.45,60.175,86.075,146.25,41.13046024,39,269.98,3,NO,,NO,,
Aethia pusilla,Aethia_pusilla,4,2,2,0,15.975,5.65,4.9,6.15,18.575,37.675,55.575,93.25,40.40067167,26.25,83.99,3,NO,,NO,,
Aethia pygmaea,Aethia_pygmaea,4,2,2,0,15.9,6.05,4.9,7.325,22.575,45.825,66.425,112.25,40.81380053,31.25,112,3,NO,,NO,,
Aethopyga bella,Aethopyga_bella,4,1,3,0,14.9,10.7,2.975,2.975,12.4,6.475,34.025,40.5,15.83878767,26,4,1,NO,,NO,,
Aethopyga boltoni,Aethopyga_boltoni,7,3,4,0,20.1,15.44285714,3.357142857,3.214285714,15.42857143,8.314285714,41.12857143,49.44285714,16.85814792,40.71428571,7.09,1,NO,,NO,,
Aethopyga christinae,Aethopyga_christinae,4,2,2,0,17.15,11.95,3.25,3.25,13.625,8.5,38.375,46.875,18.09994156,37.75,5.2,1,NO,,NO,,
Aethopyga duyvenbodei,Aethopyga_duyvenbodei,4,2,2,0,20.45,14.425,3.725,3.45,16.2,9.925,42.2,52.125,19.02721205,34.5,6.03,1,NO,,NO,,
Aethopyga eximia,Aethopyga_eximia,4,2,2,0,21.975,14.9,3.425,3.175,15.975,7.475,45.15,52.625,14.20282783,47.75,6.03,1,NO,,NO,,
Aethopyga flagrans,Aethopyga_flagrans,4,1,3,0,18.95,13.75,2.975,3.075,15.125,6.1,38.775,44.875,13.68280458,30.75,6.7,1,NO,,NO,,
Aethopyga gouldiae,Aethopyga_gouldiae,4,2,2,0,17.925,11.775,3.175,2.875,13.9,11.5,43,54.5,21.12609956,57.625,5,1,NO,,NO,,
Aethopyga ignicauda,Aethopyga_ignicauda,4,2,2,0,21.3,15.05,3.5,2.95,14.925,8.75,46,54.75,16.01189807,74.5,8.2,1,NO,,NO,,
Aethopyga linaraborae,Aethopyga_linaraborae,6,3,3,0,22.40833333,16.42,3.321666667,3.154,15.765,9.83,42.21333333,52.04333333,18.86164125,37.59833333,7.2,1,NO,,NO,,
Aethopyga mystacalis,Aethopyga_mystacalis,8,3,5,0,16.475,11.475,3.0125,2.975,13.425,7.6875,40.4375,48.125,15.95759459,39.375,6,1,NO,,NO,,
Aethopyga nipalensis,Aethopyga_nipalensis,4,2,2,0,22.075,16.375,3.4,3.175,13.225,9.125,40.625,49.75,18.29359049,53.75,6.9,1,NO,,NO,,
Aethopyga primigenia,Aethopyga_primigenia,6,3,3,0,20.8,16.46666667,3.116666667,3.533333333,16.06666667,7.966666667,42.65,50.61666667,15.80505297,34.45,7,1,NO,,NO,,
Aethopyga pulcherrima,Aethopyga_pulcherrima,4,2,2,0,20.4,15.15,3.625,3.125,14.875,7.6,38.275,45.875,16.58131837,26.5,6.2,1,NO,,NO,,
Aethopyga saturata,Aethopyga_saturata,4,2,2,0,22.05,15.45,3.325,3.225,13.875,8.2,42.425,50.625,16.24088176,60.5,5.3,1,NO,,NO,,
Aethopyga shelleyi,Aethopyga_shelleyi,4,2,2,0,15.9,10.85,3.2,2.675,13.275,7.025,38.225,45.25,15.58111604,35.625,4,1,NO,,NO,,
Aethopyga siparaja,Aethopyga_siparaja,12,6,6,0,19.85,15.05833333,3.583333333,2.958333333,13.7,8.766666667,43.4,52.16666667,16.84012421,46.5,6.7,2,NO,,NO,,
Afropavo congensis,Afropavo_congensis,4,2,2,0,37.475,16.27,8.8925,9.5175,94.93,30.09,268.0975,298.1875,10.09227248,161.23,1273.65,1,NO,,NO,,
Agamia agami,Agamia_agami,4,1,0,3,159.5,145.975,12.575,17.425,98.275,92.075,184.675,276.75,33.37141168,85.25,566.99,2,NO,,NO,,
Agapornis canus,Agapornis_canus,4,2,2,0,13.45,11.175,7.525,12,13.15,41.625,50.375,92,45.22363597,48.25,30,2,NO,,NO,,
Agapornis fischeri,Agapornis_fischeri,4,2,2,0,18.75,16.625,10.975,16.7,14.2,37.4,55.35,92.75,40.3243338,41.5,48.3,3,NO,,NO,,
Agapornis lilianae,Agapornis_lilianae,6,2,4,0,15.855,14.315,9.013333333,14.12166667,13.69833333,32.875,55.79166667,88.66666667,37.03082704,41.33333333,37.3,2,NO,,NO,,
Agapornis nigrigenis,Agapornis_nigrigenis,3,2,1,0,16.13333333,14.16666667,9.533333333,15,13.26666667,40.23333333,54.43333333,94.66666667,42.48902286,40.33333333,40.5,2,NO,,NO,,
Agapornis personatus,Agapornis_personatus,4,0,1,3,19.2,17.275,10.475,16.55,14.775,40.25,57.25,97.5,41.30534289,43.25,52.38,2,NO,,NO,,
Agapornis pullarius,Agapornis_pullarius,4,2,2,0,15.625,13.775,8.825,12.675,12.425,34.7,56.55,91.25,38.03554708,40,39.3,3,NO,,NO,,
Agapornis roseicollis,Agapornis_roseicollis,4,2,2,0,19.45,17.225,10.65,17.925,13.875,41.1,59.9,101,40.68597871,44,53.83,2,NO,,NO,,
Agapornis swindernianus,Agapornis_swindernianus,4,1,3,0,15.65,13.45,8.5,12.15,11.075,38.475,54.775,93.25,41.25984535,35.25,39.98,1,NO,,NO,,
Agapornis taranta,Agapornis_taranta,4,2,2,0,18.775,16.2,11.5,18.225,14.1,38.725,61.775,100.5,38.58146054,47.75,57.48,2,NO,,NO,,
Agelaioides badius,Agelaioides_badius,9,2,4,3,18.40666667,11.625,4.925,8.846666667,23.71444444,15.03222222,73.21888889,88.25111111,17.00005415,68.89111111,45.25,2,NO,,NO,,
Agelaius assimilis,Agelaius_assimilis,3,2,1,0,23.73333333,15.36666667,5.266666667,8.6,26.66666667,21.43333333,72.23333333,93.66666667,22.875064,78.66666667,47.68,3,NO,,NO,,
Agelaius humeralis,Agelaius_humeralis,4,0,4,0,18.525,13.025,4.475,7.175,22.025,26.3,79.7,106,24.80622941,81.75,36.29,2,NO,,NO,,
Agelaius phoeniceus,Agelaius_phoeniceus,6,2,4,0,22.625,15.36666667,5.583333333,8.875,28.525,27.74166667,88.925,116.6666667,23.98514879,87.25,50.78,3,NO,,NO,,
Agelaius tricolor,Agelaius_tricolor,4,2,2,0,22.25,14.65,4.925,7.35,26.675,35.325,77.925,113.25,31.16671448,83,57.92,2,NO,,NO,,
Agelaius xanthomus,Agelaius_xanthomus,4,2,2,0,19.55,13.95,4.325,6.925,21.975,21.175,80.075,101.25,20.96988969,83.25,38.4,2,NO,,NO,,
Agelastes meleagrides,Agelastes_meleagrides,4,1,1,2,29.1,15.25,10.05,10.975,75.125,44.725,171.275,216,20.69923827,143.5,815,1,NO,,NO,,
Agelastes niger,Agelastes_niger,4,0,4,0,26.975,15.975,11.15,9.625,70.45,37.675,172.325,210,17.97641717,132,699.99,1,NO,,NO,,
Agelasticus cyanopus,Agelasticus_cyanopus,4,2,2,0,24.175,16.525,5.125,7.85,24.85,13.425,74.325,87.75,15.28554034,80.75,37.21,2,NO,,NO,,
Agelasticus thilius,Agelasticus_thilius,4,2,2,0,22.725,15.5,4.5,7.2,26.5,16.8,75.2,92,18.34271025,73.75,31.5,2,NO,,NO,,
Agelasticus xanthophthalmus,Agelasticus_xanthophthalmus,4,2,2,0,23.3825,16.82,5.6575,7.65,28.775,14.75,76.5,91.25,16.15832112,80.75,45.1,2,NO,,NO,,
Aglaeactis aliciae,Aglaeactis_aliciae,4,1,1,2,19.925,15.5,2.525,2.125,8.075,49.625,30.375,80,61.97853185,47,7.8,2,NO,,NO,,
Aglaeactis castelnaudii,Aglaeactis_castelnaudii,4,1,3,0,22.725,18.175,2.875,2.225,8.15,43.975,30.025,74,59.42089132,47.25,6.7,2,NO,,NO,,
Aglaeactis cupripennis,Aglaeactis_cupripennis,32,0,0,32,22.16875,16.371875,2.534375,1.7875,7.328125,50.86875,29.69375,80.5625,63.28894297,49.3125,7.6,2,NO,,NO,,
Aglaeactis pamela,Aglaeactis_pamela,4,2,2,0,22.25,17.75,2.85,2.125,8.85,39.6,28.9,68.5,57.79551557,40.5,5.5,2,NO,,NO,,
Aglaiocercus berlepschi,Aglaiocercus_berlepschi,4,2,2,0,18.36333333,14.45,2.075,2.1,5.336666667,38.6875,20.66,59.3475,65.28396495,55.3775,4.97,2,NO,,NO,,
Aglaiocercus coelestis,Aglaiocercus_coelestis,4,2,2,0,19.2,13.95,1.95,1.725,5.725,37.35,23.625,60.975,61.06694325,87,5.61,2,NO,,NO,,
Aglaiocercus kingi,Aglaiocercus_kingi,13,8,3,2,20.32307692,14.27692308,2.584615385,2.107692308,6.323076923,34.33333333,21.625,55.84615385,61.36507041,49.92307692,4.84,2,NO,,NO,,
Agriornis albicauda,Agriornis_albicauda,4,1,3,0,31.05,18.6,7.025,8.575,38.65,33.65,103.975,137.625,24.39314982,110.25,53,3,NO,,NO,,
Agriornis lividus,Agriornis_lividus,5,2,2,1,34.02,19.15,7.1,7.55,36.64,27.65,99.35,127.8,21.75135433,106.6,99.1,2,NO,,NO,,
Agriornis micropterus,Agriornis_micropterus,4,1,2,1,30.45,17.65,6.3,7.1,33.375,31.8,89.45,121.25,26.23145955,100.875,67.79,2,NO,,NO,,
Agriornis montanus,Agriornis_montanus,4,0,4,0,31.275,17.4,5.7,5.65,31.85,32.9,95.975,128.875,25.47553998,94.66666667,63.3,3,NO,,NO,,
Agriornis murinus,Agriornis_murinus,4,2,2,0,20.775,11.475,4.7,4.125,27.5,23.775,72.225,96,24.74976791,71.25,29.9,3,NO,,NO,,
Ailuroedus buccoides,Ailuroedus_buccoides,4,2,2,0,29.625,17.05,9.125,12.275,37.425,26.025,103.975,130,20.02831909,88,138,1,NO,,NO,,
Ailuroedus crassirostris,Ailuroedus_crassirostris,4,1,0,3,34.9,18.075,10.025,14.95,48.35,31.9,132.6,164.5,19.394305,117.5,205.32,1,NO,,NO,,
Ailuroedus melanotis,Ailuroedus_melanotis,4,1,1,2,38.375,21.025,10.75,16.175,45.75,32.875,127.375,160.25,20.51945779,118.5,176.89,1,NO,,NO,,
Aimophila aestivalis,Aimophila_aestivalis,4,2,2,0,12.8,7.9,5.0125,6.4,19,9.625,48.875,58.5,16.46139659,55,19.56,2,NO,,NO,,
Aimophila botterii,Aimophila_botterii,4,2,2,0,14.35,8.625,4.875,6.825,21.1,7.2,55.425,62.625,11.50371338,63.75,19.9,3,NO,,NO,,
Aimophila carpalis,Aimophila_carpalis,5,2,2,1,13.52,7.475,3.95,5.9,18.38,8.2,52.8,61.6,13.44835195,63.8,15.3,2,NO,,NO,,
Aimophila cassinii,Aimophila_cassinii,4,2,2,0,14.875,7.8,4.6,5.225,19.225,11.05,56.2,67.25,16.44544518,64.875,18.9,3,NO,,NO,,
Aimophila humeralis,Aimophila_humeralis,4,2,2,0,15.225,9.525,4.9,6.575,20.675,7.425,59.825,67.25,11.04261302,74,23.9,2,NO,,NO,,
Aimophila mystacalis,Aimophila_mystacalis,4,2,2,0,14.45,8.95,4.6,6.325,21.5,7.15,64.35,71.5,10.01429362,79.25,22.2,2,NO,,NO,,
Aimophila notosticta,Aimophila_notosticta,4,1,1,2,15.915,9.39,5.16,6.2725,23.94,5.5975,61.5275,67.125,8.31266956,74.25,27.1,2,NO,,NO,,
Aimophila quinquestriata,Aimophila_quinquestriata,4,1,3,0,15,9.175,4.775,6.2,20.225,8.3,60.45,68.75,12.05279069,62.25,19.53,2,NO,,NO,,
Aimophila rufescens,Aimophila_rufescens,4,2,2,0,18.075,11.65,6.2,9.4,25.775,6.675,66.575,73.25,9.123655021,75,34.3,2,NO,,NO,,
Aimophila ruficauda,Aimophila_ruficauda,4,2,2,0,17.625,10.525,5.7,9.025,22.85,8.875,67.125,76,11.68233208,84.75,28.2,2,NO,,NO,,
Aimophila ruficeps,Aimophila_ruficeps,4,2,2,0,14.95,8.2,4.125,4.975,19.825,7.65,52.225,59.875,12.79795442,62,18.69,2,NO,,NO,,
Aimophila stolzmanni,Aimophila_stolzmanni,4,0,4,0,21.175,12,6.15,9.8,20.9,5.675,62.325,68,8.326303266,56.375,25.57,3,NO,,NO,,
Aimophila strigiceps,Aimophila_strigiceps,4,0,4,0,15.955,8.8875,5.095,7.225,20.115,9.32,56.43,65.75,14.10738016,71.75,22.2,2,NO,,NO,,
Aimophila sumichrasti,Aimophila_sumichrasti,4,2,2,0,15.725,9.9,5.5,7.275,18.625,6.5,63,69.5,9.349462075,62.5,29.43,2,NO,,NO,,
Aix galericulata,Aix_galericulata,4,2,2,0,31.825,20.875,13.775,10.65,34.45,111.125,110.625,221.75,50.11968347,89.5,567.04,3,NO,,NO,,
Aix sponsa,Aix_sponsa,4,2,2,0,37.075,24.725,14.925,11.225,31.75,108.475,111.025,219.5,49.40426036,92.5,657.59,3,NO,,NO,,
Alaemon alaudipes,Alaemon_alaudipes,5,2,2,1,28.778,19.15,4.925,4.925,30.326,33.85,86.9,121.6,27.99996545,89.2,43.72,3,NO,,NO,,
Alaemon hamertoni,Alaemon_hamertoni,4,2,2,0,18.1,11.075,3.35,3.425,28.025,23.25,74,97.25,23.87663129,70.75,40.5,3,NO,,NO,,
Alauda arvensis,Alauda_arvensis,4,2,2,0,13.525,8.7,4.625,4.7,22.325,40.075,71.175,111.25,36.037405,70.25,37.31,3,NO,,NO,,
Alauda gulgula,Alauda_gulgula,4,2,2,0,13.625,9.15,4.175,4.7,23.325,23.525,62.725,86.25,27.21062444,50.75,26.3,3,NO,,NO,,
Alauda japonica,Alauda_japonica,4,2,2,0,12.875,8.825,4.075,4.45,22.15,25.55,72.575,98.125,26.04112311,64,31.75,3,NO,,NO,,
Alauda razae,Alauda_razae,4,2,2,0,15.225,10.5,4.525,5.15,21,16.7,62.425,79.125,21.16779051,45.625,21.9,3,NO,,NO,,
Alca torda,Alca_torda,4,2,2,0,45.05,21.075,9.3,23.25,31.5,116.5,88.5,205,56.79864192,87.5,725.99,3,NO,,NO,,
Alcedo argentata,Alcedo_argentata,12,6,6,0,35.8625,29.62166667,6.2425,7.4825,9.439166667,13.11166667,45.37333333,58.485,22.48978166,22.58,17.84,1,NO,,NO,,
Alcedo atthis,Alcedo_atthis,4,2,2,0,42.7,32.475,5.6,7.25,9.125,19.325,52.575,71.9,26.86175947,32,31.09,2,NO,,NO,,
Alcedo azurea,Alcedo_azurea,4,0,1,3,47.65,39.6,6.55,8.625,9.775,18.325,55.425,73.75,24.84136739,34.75,34.9,2,NO,,NO,,
Alcedo coerulescens,Alcedo_coerulescens,4,2,2,0,35.925,28.6,4.925,6.225,8.8,14.35,44.975,59.325,24.19355207,25.75,27.59,2,NO,,NO,,
Alcedo cristata,Alcedo_cristata,9,3,5,1,33.86666667,26.58888889,5.522222222,6.666666667,8.455555556,12.02222222,44.22222222,56.24444444,21.39656057,26.11111111,15.7,2,NO,,NO,,
Alcedo cyanopectus,Alcedo_cyanopectus,21,8,13,0,38.8752381,30.524,6.238,7.53,9.696,14.034,44.76,57.42714286,23.87094737,24.914,21.5,1,NO,,NO,,
Alcedo euryzona,Alcedo_euryzona,49,19,29,1,50.49510204,38.36,7.684444444,10.21666667,11.23555556,17.14888889,62.71777778,82.73061224,21.45638885,34.59875,43.08,1,NO,,NO,,
Alcedo hercules,Alcedo_hercules,4,2,2,0,56.5,43.625,7.8,11.125,12.175,24.975,71.025,96,26.00044005,45.25,27.59,2,NO,,NO,,
Alcedo leucogaster,Alcedo_leucogaster,4,2,2,0,30.55,23.5,5.725,6.7,9.2,11,44.475,55.475,19.86052235,23.75,14.5,1,NO,,NO,,
Alcedo meninting,Alcedo_meninting,4,2,2,0,44.375,34,5.45,7.6,7.725,15.95,47.3,63.25,25.24203718,28.25,20.42,2,NO,,NO,,
Alcedo pusilla,Alcedo_pusilla,4,2,2,0,28.6,22.675,5.175,6.375,8.025,11.9,38.6,50.5,23.54259259,24.5,13.3,2,NO,,NO,,
Alcedo quadribrachys,Alcedo_quadribrachys,4,1,3,0,48.875,36.55,7.275,9.125,11.925,20.025,57.65,77.675,25.78692187,35.25,34.9,2,NO,,NO,,
Alcedo semitorquata,Alcedo_semitorquata,4,2,2,0,49.45,38.525,6.975,8.95,10.75,19.75,60.275,80.025,24.67860109,38.5,47.32,2,NO,,NO,,
Alcedo vintsioides,Alcedo_vintsioides,4,2,2,0,30.125,24.25,4.925,6.175,8.55,12.475,46.375,58.85,21.1955971,27,17.9,2,NO,,NO,,
Alcedo websteri,Alcedo_websteri,1,0,1,0,52.6,39.3,8.6,11.8,12.1,21,68,89,23.59550562,40,60.97,2,NO,,NO,,
Alcippe brunnea,Alcippe_brunnea,4,2,2,0,13.275,7.275,2.95,4.075,22.175,5.975,52.9,58.875,10.09831086,49.75,17.43,1,NO,,NO,,
Alcippe brunneicauda,Alcippe_brunneicauda,9,4,4,1,13.94,8.86,3.58,4.1,21.1,10.76,61.64,72.4,14.78749064,61.5,14.3,1,NO,,NO,,
Alcippe castaneceps,Alcippe_castaneceps,4,2,2,0,11.15,6,2.75,2.725,18.575,7.725,45.65,53.375,14.43226218,40.875,12.5,1,NO,,NO,,
Alcippe chrysotis,Alcippe_chrysotis,4,2,2,0,9.9,4.825,2.675,2.9,20.425,6.9,45.1,52,13.26923077,47.25,5.5,1,NO,,NO,,
Alcippe cinerea,Alcippe_cinerea,4,2,2,0,11.075,6.1,2.8,2.85,20.1,6.9,46.975,53.875,12.75347778,41.5,11,1,NO,,NO,,
Alcippe cinereiceps,Alcippe_cinereiceps,4,2,2,0,10.85,5.4,2.8,3.4,21.925,5,49.75,54.75,9.152231153,53.25,10,1,NO,,NO,,
Alcippe danisi,Alcippe_danisi,1,0,1,0,11.9,5.7,3.2,3.2,22.1,5.4,47.6,53,10.18867925,57.5,13.16,1,NO,,NO,,
Alcippe dubia,Alcippe_dubia,5,4,1,0,11.9,6.66,3,3.74,22.58,4.78,52.32,57.1,8.353204117,59.6,13.16,1,NO,,NO,,
Alcippe formosana,Alcippe_formosana,4,2,2,0,10.4,5.125,2.425,3,21.175,7.95,44.425,52.375,15.17754405,54,10,1,NO,,NO,,
Alcippe grotei,Alcippe_grotei,4,2,2,0,14.05,7.725,3.35,4.15,20.375,7.225,58.9,66.125,10.93569488,65.75,14.3,1,NO,,NO,,
Alcippe klossi,Alcippe_klossi,3,1,1,1,12.56666667,6.666666667,2.6,3.166666667,19.9,6.433333333,49.4,55.83333333,11.533596,49.5,12.5,1,NO,,NO,,
Alcippe ludlowi,Alcippe_ludlowi,4,2,2,0,10.5,5.325,2.625,3.475,22.925,6.95,51.175,58.125,11.95936954,53.75,10.5,1,NO,,NO,,
Alcippe manipurensis,Alcippe_manipurensis,4,2,2,0,10,5.3,2.825,3.225,21.075,5.65,47.1,52.75,10.70714504,53.125,10,1,NO,,NO,,
Alcippe morrisonia,Alcippe_morrisonia,4,2,2,0,12.2,6.65,3,3.75,19.4,8.15,53.475,61.625,13.22095939,53.25,15.26,1,NO,,NO,,
Alcippe nipalensis,Alcippe_nipalensis,4,2,2,0,12.2,6.675,2.875,3.525,20.05,5.175,50.825,56,9.230127309,59.25,15.8,1,NO,,NO,,
Alcippe peracensis,Alcippe_peracensis,4,2,2,0,13.8,7.475,3.275,3.725,21.1,8,55.25,63.25,12.64809563,66.75,14.3,1,NO,,NO,,
Alcippe poioicephala,Alcippe_poioicephala,4,2,2,0,14.75,8.2,3.6,4.25,20.825,7.5,61.625,69.125,10.84852981,66.375,20.7,1,NO,,NO,,
Alcippe pyrrhoptera,Alcippe_pyrrhoptera,4,2,2,0,13.525,7.575,3.375,3.925,22.35,7.8,54.7,62.5,12.44553744,65.75,13.16,1,NO,,NO,,
Alcippe ruficapilla,Alcippe_ruficapilla,4,2,2,0,9.425,5.075,2.35,3.3,21.6,5.45,47.675,53.125,10.2541078,52,13.16,1,NO,,NO,,
Alcippe rufogularis,Alcippe_rufogularis,4,2,2,0,12.725,7.35,3.025,3.625,20.9,6,49.125,55.125,10.90041503,50.125,13.16,1,NO,,NO,,
Alcippe striaticollis,Alcippe_striaticollis,4,2,2,0,10.975,5.8,2.75,3.475,21.625,7.4,50.225,57.625,12.85513244,61.5,13.16,1,NO,,NO,,
Alcippe variegaticeps,Alcippe_variegaticeps,5,1,1,3,10.458,6.158,2.552,3.03,20.264,7.672,46.628,54.3,14.06618154,42.1,13.16,1,NO,,NO,,
Alcippe vinipectus,Alcippe_vinipectus,4,1,3,0,10.425,5.45,2.75,3.2,21.225,7.225,49.65,56.875,12.7028506,51.25,11.95,1,NO,,NO,,
Aleadryas rufinucha,Aleadryas_rufinucha,4,2,2,0,20.325,11.2,4.85,7.35,29.15,12.175,70.825,83,14.69057956,68,40.5,1,NO,,NO,,
Alectoris barbara,Alectoris_barbara,4,2,2,0,21.975,14.175,8.4,9.325,40.975,45.825,115.175,161,28.51964073,93.75,416.33,3,NO,,NO,,
Alectoris chukar,Alectoris_chukar,4,0,1,3,20.55,14.1,7.75,8.325,38.3,44.925,110.325,155.25,28.94734505,75.25,502.1,3,NO,,NO,,
Alectoris graeca,Alectoris_graeca,5,2,2,1,20.642,12.766,8.4,8.84,40.362,58.26,97.94,156.2,36.87938408,79.4,594.11,3,NO,,NO,,
Alectoris magna,Alectoris_magna,4,2,2,0,23.425,15.925,9.225,10.2,40.425,45.825,124.925,170.75,26.82851998,93.25,541.35,3,NO,,NO,,
Alectoris melanocephala,Alectoris_melanocephala,4,2,2,0,29.55,19.775,10.5,11.825,48.5,46.4,139.6,186,25.07338958,109.75,614.75,2,NO,,NO,,
Alectoris philbyi,Alectoris_philbyi,4,2,2,0,21.075,15.475,8.575,9.8,40.8,43.65,115.85,159.5,27.39116215,97.75,441,3,NO,,NO,,
Alectoris rufa,Alectoris_rufa,4,2,2,0,22.575,11.5,7.275,8.425,41.35,38.125,116.375,154.5,24.71804287,90.5,527.86,3,NO,,NO,,
Alectroenas madagascariensis,Alectroenas_madagascariensis,4,2,2,0,17.525,9.175,4.1,4.225,22.325,57.5,113.5,171,33.62073824,81.5,173,2,NO,,NO,,
Alectroenas pulcherrima,Alectroenas_pulcherrima,4,2,2,0,20.975,9.375,4.3,4.85,25.7,40.75,121,161.75,25.24800756,79,165,2,NO,,NO,,
Alectroenas sganzini,Alectroenas_sganzini,4,2,2,0,18.625,8.8,4.575,4.275,25.575,50.25,113.5,163.75,30.6811694,91.25,158,2,NO,,NO,,
Alectrurus risora,Alectrurus_risora,4,2,2,0,17.775,9.775,6.3,4.575,23.175,16.25,56.75,73,22.29607905,156.25,25,3,NO,,NO,,
Alectrurus tricolor,Alectrurus_tricolor,4,2,2,0,14.9,8.15,5.725,4.95,19.4,15.05,52.2,67.25,22.3168521,47.75,16,3,NO,,NO,,
Alectura lathami,Alectura_lathami,4,2,2,0,37.825,20.9,12,17.45,80.625,61.725,228.025,289.75,21.46232524,218.5,2333.06,1,NO,,NO,,
Alethe choloensis,Alethe_choloensis,1,0,1,0,18.7,10.1,3.7,5,27.6,17,80,97,17.5257732,73,41.3,1,NO,,NO,,
Alethe diademata,Alethe_diademata,8,4,4,0,19.005,11.3175,4.53875,5.34125,24.27625,15.50375,75.51,91.01375,17.0443229,74.53125,31.54,1,NO,,NO,,
